Jeevan Mendis,294,3,3,0,23,12,7.66,27,85.18,0,0,0,0,0
Vikramjeet Malik,364,13,2,1,7,6,7.0,7,100.0,0,0,1,0,0
Ali Murtaza,348,12,3,2,10,5,10.0,14,71.42,0,0,1,0,0
Tim Paine,352,2,2,0,10,8,5.0,26,38.46,0,0,0,0,0
RR Bose,442,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Ishank Jaggi,249,5,5,1,43,25,10.75,58,74.13,0,0,3,0,0
Robin Peterson,277,5,5,2,32,16,10.66,30,106.66,0,0,3,1,0
Clint McKay,359,2,1,0,8,8,8.0,15,53.33,0,0,0,0,0
RV Pawar,439,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0
U Kaul,428,5,1,1,0,0,0.0,1,0.0,0,0,0,0,0
DT Patil,335,2,2,0,13,9,6.5,13,100.0,0,0,1,0,0
Ajit Chandila,381,12,2,2,4,4,0.0,7,57.14,0,0,0,0,0
Ashley Noffke,355,1,1,0,9,9,9.0,10,90.0,0,0,1,0,0
Brad Hogg,297,21,6,3,22,13,7.33,22,100.0,0,0,1,0,0
Doug Bracewell,339,1,1,1,12,12,0.0,9,133.33,0,0,1,0,0
J Arunkumar,291,3,3,0,23,22,7.66,23,100.0,0,0,5,0,0
Tanmay Srivastava,361,7,3,2,8,7,8.0,11,72.72,0,0,0,0,0
RR Raje,304,10,5,4,20,11,20.0,18,111.11,0,0,1,1,0
Pat Cummins,448,4,1,0,0,0,0.0,2,0.0,0,0,0,0,0
Sunny Gupta,431,1,1,0,0,0,0.0,1,0.0,0,0,0,0,0
Ashish Nehra,255,82,20,13,41,22,5.85,62,66.12,0,0,3,1,0
Marchant de Lange,414,5,1,0,1,1,1.0,2,50.0,0,0,0,0,0
Rahul Shukla,312,7,4,3,19,14,19.0,23,82.6,0,0,2,0,0
Dirk Nannes,380,29,3,2,4,3,4.0,13,30.76,0,0,0,0,0
Mohammed Shami,343,31,10,5,11,5,2.2,27,40.74,0,0,0,0,0
Ankeet Chavan,338,13,3,1,12,7,6.0,11,109.09,0,0,2,0,0
Pradeep Sangwan,296,33,10,6,22,6,5.5,31,70.96,0,0,1,0,0
VR Aaron,254,36,8,5,42,17,14.0,45,93.33,0,0,2,2,0
Chamara Kapugedera,325,5,3,0,16,8,5.33,23,69.56,0,0,0,0,0
Anil Kumble,271,42,17,14,35,8,11.66,47,74.46,0,0,3,0,0
D du Preez,350,2,1,0,10,10,10.0,13,76.92,0,0,0,0,0
Karanveer Singh,340,9,4,3,12,5,12.0,17,70.58,0,0,1,0,0
Glenn McGrath,384,14,3,2,4,4,4.0,5,80.0,0,0,1,0,0
Luke Ronchi,274,5,5,0,34,13,6.8,34,100.0,0,0,6,1,0
Harpreet Singh,300,4,3,1,20,13,10.0,26,76.92,0,0,0,0,0
P Dharmani,463,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Thalaivan Sargunam,351,1,1,0,10,10,10.0,17,58.82,0,0,0,0,0
Gurinder Sandhu,416,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Shanthakumaran Sreesanth,275,44,14,10,34,15,8.5,55,61.81,0,0,6,0,0
Sandeep Sharma,307,43,9,8,19,7,19.0,29,65.51,0,0,1,0,0
Anureet Singh,319,19,6,3,18,10,6.0,31,58.06,0,0,0,1,0
Munaf Patel,258,61,14,9,39,23,7.8,40,97.5,0,0,5,0,0
SB Bangar,241,12,8,1,49,17,7.0,58,84.48,0,0,1,3,0
Tanmay Mishra,417,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0
YA Abdulla,443,11,1,1,0,0,0.0,1,0.0,0,0,0,0,0
Pankaj Singh,365,17,5,3,7,4,3.5,12,58.33,0,0,0,0,0
Farhaan Behardien,332,3,3,1,14,9,7.0,13,107.69,0,0,2,0,0
John Hastings,460,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Kuldeep Yadav,453,3,0,0,0,0,0.0,0,0.0,0,0,0,0,0
VS Yeligati,405,2,1,0,2,2,2.0,2,100.0,0,0,0,0,0
Dominic Thornely,260,6,4,2,39,30,19.5,53,73.58,0,0,2,2,0
Love Ablish,436,3,1,1,0,0,0.0,2,0.0,0,0,0,0,0
Parvinder Awana,375,33,7,5,5,4,2.5,14,35.71,0,0,0,0,0
SB Joshi,371,4,2,0,6,3,3.0,14,42.85,0,0,0,0,0
Shahbaz Nadeem,290,48,14,5,24,6,2.66,61,39.34,0,0,1,0,0
Colin Ingram,299,3,3,1,21,13,10.5,26,80.76,0,0,2,0,0
Alfonso Thomas,302,15,4,2,20,12,10.0,19,105.26,0,0,1,1,0
Ben Laughlin,377,2,2,1,4,4,4.0,9,44.44,0,0,0,0,0
Doug Bollinger,298,27,4,3,21,16,21.0,23,91.3,0,0,1,1,0
Ankit Rajpoot,407,6,1,1,2,2,0.0,6,33.33,0,0,0,0,0
Tabraiz Shamsi,435,4,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Abhinav Mukund,310,3,2,0,19,19,9.5,22,86.36,0,0,1,0,0
P Parameswaran,413,5,1,1,1,1,0.0,1,100.0,0,0,0,0,0
Shivnarine Chanderpaul,287,3,3,0,25,16,8.33,31,80.64,0,0,4,0,0
Bodapati Sumanth,270,5,4,3,35,16,35.0,37,94.59,0,0,3,0,0
Shalabh Srivastava,373,14,4,3,5,3,5.0,5,100.0,0,0,0,0,0
Harmeet Singh,430,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Bhargav Bhatt,368,17,2,1,6,6,6.0,7,85.71,0,0,0,1,0
Colin Munro,280,4,3,0,30,16,10.0,30,100.0,0,0,3,0,0
Ishant Sharma,265,70,19,15,37,9,9.25,46,80.43,0,0,2,1,0
Makhaya Ntini,344,9,2,1,11,11,11.0,18,61.11,0,0,2,0,0
Peter Handscomb,369,2,1,0,6,6,6.0,12,50.0,0,0,0,0,0
Shreyas Gopal,331,6,3,1,14,11,7.0,27,51.85,0,0,1,0,0
Aakash Chopra,233,7,6,0,53,24,8.83,71,74.64,0,0,7,0,0
Amit Paunikar,239,5,5,0,49,20,9.8,58,84.48,0,0,9,0,0
Deepak Chahar,447,2,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Kane Richardson,266,14,4,1,36,26,12.0,39,92.3,0,0,2,1,0
Shoaib Akhtar,400,3,1,0,2,2,2.0,7,28.57,0,0,0,0,0
D Kalyankrishna,391,3,1,0,3,3,3.0,8,37.5,0,0,0,0,0
Darren Lehmann,317,2,2,0,18,17,9.0,18,100.0,0,0,3,0,0
JJ van der Wath,321,3,3,1,18,14,9.0,16,112.5,0,0,1,1,0
Kamran Khan,387,9,2,1,3,3,3.0,5,60.0,0,0,0,0,0
Suraj Randiv,395,8,1,0,2,2,2.0,4,50.0,0,0,0,0,0
P Amarnath,440,6,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Adam Zampa,461,5,1,0,0,0,0.0,1,0.0,0,0,0,0,0
Mustafizur Rahman,422,16,0,0,0,0,0.0,0,0.0,0,0,0,0,0
T Thushara,337,6,4,2,12,8,6.0,18,66.66,0,0,0,0,0
T Kohli,345,4,4,1,11,7,3.66,19,57.89,0,0,0,1,0
Ronit More,404,2,1,1,2,2,0.0,2,100.0,0,0,0,0,0
KC Cariappa,334,6,2,1,13,12,13.0,11,118.18,0,0,0,1,0
Anand Rajan,450,8,0,0,0,0,0.0,0,0.0,0,0,0,0,0
KP Appanna,402,14,3,2,2,1,2.0,4,50.0,0,0,0,0,0
Nayan Doshi,454,4,1,0,0,0,0.0,13,0.0,0,0,0,0,0
PM Sarvesh Kumar,409,2,1,1,1,1,0.0,2,50.0,0,0,0,0,0
Dilhara Fernando,383,10,2,2,4,2,0.0,3,133.33,0,0,0,0,0
Udit Birla,363,2,1,0,7,7,7.0,14,50.0,0,0,1,0,0
H Das,397,1,1,0,2,2,2.0,5,40.0,0,0,0,0,0
Shadab Jakati,283,57,8,7,28,13,28.0,29,96.55,0,0,3,0,0
Sunil Narine,245,66,18,11,47,13,6.71,54,87.03,0,0,2,2,0
Shaun Tait,293,21,5,2,23,11,7.66,26,88.46,0,0,1,1,0
Mohammad Ashraful,403,1,1,0,2,2,2.0,10,20.0,0,0,0,0,0
S Sriram,278,2,2,0,31,27,15.5,36,86.11,0,0,3,0,0
Mohammad Asif,392,8,2,0,3,3,1.5,6,50.0,0,0,0,0,0
Veer Pratap Singh,427,9,1,0,0,0,0.0,1,0.0,0,0,0,0,0
Rahul Tewatia,324,4,1,0,16,16,16.0,13,123.07,0,0,0,1,0
T Henderson,342,2,2,0,11,11,5.5,16,68.75,0,0,0,1,0
Domnic Joseph,410,6,2,1,1,1,1.0,3,33.33,0,0,0,0,0
Y Gnaneswara Rao,313,2,1,0,19,19,19.0,17,111.76,0,0,3,0,0
Adam Milne,438,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Kemar Roach,349,2,1,0,10,10,10.0,9,111.11,0,0,1,0,0
Arindam Ghosh,362,2,2,0,7,7,3.5,8,87.5,0,0,1,0,0
Matthew Wade,295,3,3,0,22,11,7.33,33,66.66,0,0,0,0,0
Jaydev Unadkat,386,35,4,3,3,1,3.0,8,37.5,0,0,0,0,0
Pragyan Ojha,323,92,23,11,17,4,1.41,45,37.77,0,0,0,0,0
Amit Singh,401,23,5,1,2,1,0.5,10,20.0,0,0,0,0,0
Siddarth Kaul,354,11,3,3,9,7,0.0,11,81.81,0,0,0,0,0
Nathan Coulter-Nile,262,18,10,4,38,9,6.33,38,100.0,0,0,3,2,0
Barinder Sran,385,15,4,4,4,2,0.0,4,100.0,0,0,0,0,0
C Ganapathy,421,1,1,1,0,0,0.0,0,0.0,0,0,0,0,0
Sean Abbott,328,2,2,0,15,14,7.5,13,115.38,0,0,1,1,0
SS Mundhe,429,1,0,0,0,0,0.0,0,0.0,0,0,0,0,0
Shardul Thakur,366,1,1,1,7,7,0.0,6,116.66,0,0,1,0,0
Nic Maddinson,305,3,3,0,20,12,6.66,21,95.23,0,0,4,0,0
AD Nath,306,4,3,0,20,12,6.66,27,74.07,0,0,1,0,0
Andre Nel,457,1,1,0,0,0,0.0,0,0.0,0,0,0,0,0
Charl Langeveldt,358,7,2,0,8,8,4.0,9,88.88,0,0,0,1,0
Kushal Janith Perera,333,2,2,0,14,14,7.0,13,107.69,0,0,3,0,0
VRV Singh,378,19,2,0,4,4,2.0,3,133.33,0,0,1,0,0
Amit Uniyal,379,2,2,1,4,4,4.0,7,57.14,0,0,0,0,0
MA Khote,289,4,3,1,24,9,12.0,22,109.09,0,0,2,1,0
MS Dhoni,8,143,128,45,3271,70,39.4,2354,138.95,0,16,236,140,1
CH Gayle,5,92,91,12,3426,175,43.36,2235,153.28,5,20,279,251,1
Gautam Gambhir,4,132,131,13,3634,93,30.79,2927,124.15,0,31,422,51,1
V Kohli,1,139,131,23,4110,113,38.05,3151,130.43,4,26,359,149,1
AB de Villiers,9,120,109,26,3257,133,39.24,2181,149.33,3,21,275,140,1
Robin Uthappa,6,135,130,15,3390,83,29.47,2635,128.65,0,17,341,104,1
Rohit Sharma,3,142,138,23,3874,109,33.68,2941,131.72,1,29,323,163,1
David Warner,7,100,100,12,3373,109,38.32,2372,142.2,2,32,338,134,1
Suresh Raina,2,147,143,21,4098,100,33.59,2957,138.58,1,28,360,160,1
Sourav Ganguly,38,59,56,3,1348,91,25.43,1262,106.81,0,7,137,42,2
Brad Hodge,37,66,63,21,1400,73,33.33,1118,125.22,0,6,122,43,2
Wriddhiman Saha,40,90,69,18,1323,115,25.94,1004,131.77,1,5,110,49,2
AJ Finch,42,52,51,5,1304,88,28.34,1049,124.3,0,11,145,40,2
David Hussey,41,64,61,12,1322,71,26.97,1075,122.97,0,5,90,60,2
Kumar Sangakkara,32,71,68,3,1687,94,25.95,1392,121.19,0,10,195,27,2
Subramaniam Badrinath,36,95,67,20,1441,71,30.65,1212,118.89,0,11,154,28,2
RA Jadeja,33,126,99,31,1574,48,23.14,1297,121.35,0,0,112,53,2
Francois du Plessis,43,51,45,3,1287,73,30.64,1005,128.05,0,8,109,38,2
Saurabh Tiwary,46,80,63,19,1224,61,27.81,1024,119.53,0,6,84,45,2
DJ Bravo,44,106,83,28,1262,70,22.94,999,126.32,0,4,102,48,2
Naman Ojha,35,98,88,18,1474,94,21.05,1244,118.48,0,6,119,76,2
David Miller,34,61,60,19,1480,101,36.09,1025,144.39,1,8,100,74,2
Steve Smith,45,54,47,13,1231,101,36.2,906,135.87,1,2,112,33,2
Manoj Tiwary,39,78,68,22,1324,75,28.78,1169,113.25,0,5,121,28,2
Murali Vijay,16,100,100,5,2511,127,26.43,2035,123.39,2,13,237,89,3
KD Karthik,15,138,121,14,2542,86,23.75,2046,124.24,0,12,256,60,3
Virender Sehwag,12,104,104,5,2728,122,27.55,1755,155.44,2,16,334,106,3
Yusuf Pathan,11,134,122,32,2761,100,30.67,1881,146.78,1,12,230,140,3
Shikhar Dhawan,10,113,112,16,3082,95,32.1,2546,121.05,0,25,348,62,3
Ajinkya Rahane,13,95,89,13,2675,103,35.19,2212,120.93,1,23,285,51,3
SR Watson,14,94,91,13,2551,104,32.7,1813,140.7,2,14,251,121,3
Jacques Kallis,18,98,96,11,2427,89,28.55,2222,109.22,0,17,255,44,3
BB McCullum,17,92,92,5,2434,158,27.97,1881,129.39,2,11,248,106,3
Axar Patel,98,45,30,8,379,42,17.22,311,121.86,0,0,23,17,4
Shreyas Iyer,88,20,20,1,469,83,24.68,385,121.81,0,4,43,22,4
Andre Russell,79,34,25,3,574,66,26.09,331,173.41,0,3,48,37,4
Piyush Chawla,82,123,68,27,513,24,12.51,447,114.76,0,0,49,15,4
Laxmi Ratan Shukla,93,47,34,7,405,48,15.0,350,115.71,0,0,33,16,4
Thisara Perera,90,37,30,8,422,40,19.18,307,137.45,0,0,23,26,4
Dwaraka Ravi Teja,100,32,25,6,375,60,19.73,317,118.29,0,1,35,9,4
Cheteshwar Pujara,96,30,22,3,390,51,20.52,391,99.74,0,1,50,4,4
James Faulkner,87,52,39,18,473,46,22.52,332,142.46,0,0,32,23,4
Azhar Mahmood,97,23,21,2,388,80,20.42,303,128.05,0,2,39,13,4
Paul Valthaty,85,23,23,1,505,120,22.95,418,120.81,1,2,61,20,4
Sunny Sohal,101,22,20,0,368,62,18.4,292,126.02,0,2,34,18,4
Shakib Al Hasan,86,42,31,8,497,66,21.6,381,130.44,0,2,44,15,4
Ravi Bopara,80,24,22,4,531,84,29.5,453,117.21,0,3,39,16,4
Mark Boucher,95,31,24,10,394,50,28.14,309,127.5,0,1,32,13,4
Corey Anderson,99,16,15,3,379,95,31.58,278,136.33,0,3,32,21,4
SA Asnodkar,89,20,20,0,423,60,21.15,339,124.77,0,2,56,10,4
Suryakumar Yadav,83,45,35,13,507,60,23.04,377,134.48,0,1,47,18,4
Johan Botha,92,34,28,8,409,67,20.45,359,113.92,0,1,39,5,4
Owais Shah,84,23,22,7,506,76,33.73,389,130.07,0,4,34,23,4
James Hopes,91,21,19,3,417,71,26.06,306,136.27,0,4,49,11,4
Ashok Menaria,94,29,23,2,401,40,19.09,356,112.64,0,0,24,18,4
Mithun Manhas,81,55,38,15,514,42,22.34,470,109.36,0,0,43,10,4
Michael Hussey,26,59,58,7,1977,116,38.76,1612,122.64,1,15,198,52,5
DR Smith,29,64,63,3,1864,87,31.06,1411,132.1,0,15,195,92,5
Parthiv Patel,28,103,101,10,1927,81,21.17,1688,114.15,0,8,248,27,5
Kieron Pollard,27,106,97,29,1958,78,28.79,1323,147.99,0,9,131,125,5
Yuvraj Singh,19,108,105,13,2335,83,25.38,1795,130.08,0,10,174,133,5
Shaun Marsh,22,62,61,7,2213,115,40.98,1672,132.35,1,18,230,73,5
Rahul Dravid,23,89,82,5,2174,75,28.23,1882,115.51,0,11,269,28,5
Sachin Tendulkar,20,78,78,11,2334,100,34.83,1948,119.81,1,13,295,29,5
JP Duminy,25,77,73,23,1993,78,39.86,1596,124.87,0,14,123,78,5
Ambati Rayudu,21,109,102,18,2325,81,27.67,1837,126.56,0,13,198,76,5
Manish Pandey,30,89,83,13,1819,114,25.98,1536,118.42,1,7,169,52,5
Mahela Jayawardene,31,80,78,15,1802,110,28.6,1462,123.25,1,10,200,39,5
Adam Gilchrist,24,80,80,4,2069,109,27.22,1495,138.39,2,11,239,92,5
Tillakaratne Dilshan,47,52,50,7,1153,76,26.81,1007,114.49,0,9,140,24,6
Cameron White,56,47,45,9,954,78,26.5,755,126.35,0,6,76,36,6
Sanju Samson,50,52,48,6,1040,76,24.76,873,119.12,0,5,80,38,6
Andrew Symonds,54,39,36,9,974,117,36.07,750,129.86,1,5,74,41,6
Lendl Simmons,57,22,22,2,942,100,47.1,740,127.29,1,9,99,36,6
Matthew Hayden,49,32,32,2,1107,93,36.9,805,137.51,0,8,121,44,6
Karun Nair,61,41,37,4,877,83,26.57,686,127.84,0,7,96,20,6
Albie Morkel,55,91,68,28,974,73,24.35,686,141.98,0,3,61,55,6
Venugopal Rao,53,65,54,10,985,71,22.38,836,117.82,0,3,77,37,6
Ross Taylor,51,55,54,14,1017,81,25.42,822,123.72,0,3,66,46,6
Herschelle Gibbs,60,36,36,4,886,69,27.68,807,109.78,0,6,83,31,6
Irfan Pathan,48,102,81,29,1137,60,21.86,943,120.57,0,1,87,37,6
Glenn Maxwell,59,43,43,4,918,95,23.53,568,161.61,0,6,76,56,6
Mandeep Singh,58,59,49,4,924,77,20.53,743,124.36,0,4,113,14,6
Kevin Pietersen,52,36,36,9,1001,103,37.07,743,134.72,1,4,91,40,6
Akshath Reddy,151,12,10,0,164,42,16.4,160,102.5,0,0,15,2,7
Azhar Bilakhia,220,7,7,2,69,22,13.8,85,81.17,0,0,5,0,7
Travis Head,231,3,3,1,54,37,27.0,40,135.0,0,0,3,2,7
Asad Pathan,259,8,7,2,39,14,7.8,23,169.56,0,0,5,2,7
Ben Dunk,257,3,3,0,40,20,13.33,35,114.28,0,0,7,0,7
Aiden Blizzard,181,7,7,0,120,51,17.14,90,133.33,0,1,21,2,7
Amit Yadav,240,8,6,1,49,16,9.8,39,125.64,0,0,5,2,7
Kyle Abbott,336,5,3,2,13,12,13.0,8,162.5,0,0,0,1,7
Iqbal Abdulla,207,47,12,10,83,33,41.5,77,107.79,0,0,9,1,7
Michael Klinger,218,4,4,0,73,29,18.25,77,94.8,0,0,9,0,7
Misbah-ul-Haq,182,8,8,1,117,47,16.71,81,144.44,0,0,10,6,7
Mitchell Starc,197,27,12,5,96,29,13.71,98,97.95,0,0,10,0,7
Harshal Patel,247,35,14,5,47,10,5.22,34,138.23,0,0,2,3,7
Ankit Sharma,225,20,9,3,62,30,10.33,52,119.23,0,0,5,3,7
Marlon Samuels,165,10,10,1,132,46,14.66,141,93.61,0,0,8,5,7
Jacob Oram,189,18,12,4,106,41,13.25,108,98.14,0,0,6,5,7
LA Carseldine,210,5,5,1,81,39,20.25,68,119.11,0,0,11,0,7
Hardik Pandya,156,20,17,5,156,61,13.0,125,124.8,0,1,13,8,7
Shivam Sharma,374,5,2,1,5,4,5.0,3,166.66,0,0,1,0,7
Rishi Dhawan,159,26,17,10,153,25,21.85,135,113.33,0,0,13,4,7
Sunny Singh,248,6,5,1,43,20,10.75,31,138.7,0,0,6,1,7
Nuwan Kulasekara,376,6,1,1,5,5,0.0,3,166.66,0,0,1,0,7
Shoaib Malik,234,7,5,1,52,24,13.0,47,110.63,0,0,5,0,7
Kane Williamson,157,8,8,1,155,50,22.14,149,104.02,0,1,15,1,7
Scott Styris,167,12,10,3,131,36,18.71,133,98.49,0,0,10,3,7
Usman Khawaja,171,6,6,0,127,30,21.16,100,127.0,0,0,14,3,7
Tim Southee,244,26,8,3,47,25,9.4,32,146.87,0,0,3,2,7
Andrew McDonald,177,11,9,4,123,33,24.6,100,123.0,0,0,9,4,7
Bipul Sharma,155,26,14,7,156,35,22.28,99,157.57,0,0,9,8,7
Marcus Stoinis,161,7,5,1,146,52,36.5,108,135.18,0,1,13,4,7
Sohail Tanvir,269,11,5,2,36,13,12.0,29,124.13,0,0,3,1,7
Srikkanth Anirudha,164,20,13,5,136,64,17.0,113,120.35,0,1,9,7,7
Davy Jacobs,198,7,7,0,92,32,13.14,98,93.87,0,0,10,4,7
Abhimanyu Mithun,272,16,8,3,34,11,6.8,26,130.76,0,0,4,1,7
Balachandra Akhil,215,15,11,5,76,27,12.66,55,138.18,0,0,5,5,7
Michael Clarke,193,6,6,0,100,41,16.66,95,105.26,0,0,12,0,7
Arun Karthik,236,17,8,3,51,19,10.2,51,100.0,0,0,4,1,7
Brad Haddin,318,1,1,0,18,18,18.0,11,163.63,0,0,2,1,7
Adrian Barath,251,3,3,1,42,33,21.0,42,100.0,0,0,5,1,7
Joginder Sharma,268,16,6,2,36,16,9.0,30,120.0,0,0,1,2,7
Sachin Rana,201,11,8,4,91,19,22.75,81,112.34,0,0,9,1,7
Bhuvneshwar Kumar,158,76,32,14,154,24,8.55,153,100.65,0,0,15,3,7
W Jaffer,168,8,8,0,130,50,16.25,121,107.43,0,1,14,3,7
Sachin Baby,178,15,7,1,122,33,20.33,86,141.86,0,0,9,5,7
Chris Lynn,202,5,5,1,89,45,22.25,80,111.25,0,0,6,4,7
Murali Kartik,185,56,16,9,113,21,16.14,108,104.62,0,0,7,1,7
Ryan McLaren,152,18,13,5,159,51,19.87,171,92.98,0,1,14,1,7
Tatenda Taibu,279,3,3,0,31,15,10.33,26,119.23,0,0,3,0,7
Rahul Sharma,222,44,20,6,66,14,4.71,75,88.0,0,0,5,3,7
Mitchell McClenaghan,246,26,8,4,47,20,11.75,29,162.06,0,0,2,5,7
Dishant Yagnik,148,25,17,7,170,34,17.0,137,124.08,0,0,23,2,7
Umar Gul,261,6,4,1,39,24,13.0,19,205.26,0,0,1,5,7
Anirudh Singh,224,5,4,0,63,40,15.75,66,95.45,0,0,6,1,7
Ricky Ponting,200,10,9,0,91,28,10.11,128,71.09,0,0,5,2,7
Biplap Samantray,174,9,8,3,125,55,25.0,113,110.61,0,1,13,2,7
Dimitri Mascarenhas,214,13,11,2,79,27,8.77,78,101.28,0,0,5,1,7
Kamran Akmal,169,6,6,1,128,53,25.6,78,164.1,0,1,13,8,7
